recording_index,recording_id,subject_id,gesture_id,class_id,trial_id,source_file,mat_file,native_time_points,frames_extracted
505,S07_G03_T06,7,3,2,6,data_public\capgmyo_dba\dba-s7.zip,007-003-006.mat,1000,64
506,S07_G03_T07,7,3,2,7,data_public\capgmyo_dba\dba-s7.zip,007-003-007.mat,1000,64
507,S07_G03_T08,7,3,2,8,data_public\capgmyo_dba\dba-s7.zip,007-003-008.mat,1000,64
508,S07_G03_T09,7,3,2,9,data_public\capgmyo_dba\dba-s7.zip,007-003-009.mat,1000,64
509,S07_G03_T10,7,3,2,10,data_public\capgmyo_dba\dba-s7.zip,007-003-010.mat,1000,64
510,S07_G04_T01,7,4,3,1,data_public\capgmyo_dba\dba-s7.zip,007-004-001.mat,1000,64
511,S07_G04_T02,7,4,3,2,data_public\capgmyo_dba\dba-s7.zip,007-004-002.mat,1000,64
512,S07_G04_T03,7,4,3,3,data_public\capgmyo_dba\dba-s7.zip,007-004-003.mat,1000,64
513,S07_G04_T04,7,4,3,4,data_public\capgmyo_dba\dba-s7.zip,007-004-004.mat,1000,64
514,S07_G04_T05,7,4,3,5,data_public\capgmyo_dba\dba-s7.zip,007-004-005.mat,1000,64
515,S07_G04_T06,7,4,3,6,data_public\capgmyo_dba\dba-s7.zip,007-004-006.mat,1000,64
516,S07_G04_T07,7,4,3,7,data_public\capgmyo_dba\dba-s7.zip,007-004-007.mat,1000,64
517,S07_G04_T08,7,4,3,8,data_public\capgmyo_dba\dba-s7.zip,007-004-008.mat,1000,64
518,S07_G04_T09,7,4,3,9,data_public\capgmyo_dba\dba-s7.zip,007-004-009.mat,1000,64
519,S07_G04_T10,7,4,3,10,data_public\capgmyo_dba\dba-s7.zip,007-004-010.mat,1000,64
520,S07_G05_T01,7,5,4,1,data_public\capgmyo_dba\dba-s7.zip,007-005-001.mat,1000,64
521,S07_G05_T02,7,5,4,2,data_public\capgmyo_dba\dba-s7.zip,007-005-002.mat,1000,64
522,S07_G05_T03,7,5,4,3,data_public\capgmyo_dba\dba-s7.zip,007-005-003.mat,1000,64
523,S07_G05_T04,7,5,4,4,data_public\capgmyo_dba\dba-s7.zip,007-005-004.mat,1000,64
524,S07_G05_T05,7,5,4,5,data_public\capgmyo_dba\dba-s7.zip,007-005-005.mat,1000,64
525,S07_G05_T06,7,5,4,6,data_public\capgmyo_dba\dba-s7.zip,007-005-006.mat,1000,64
526,S07_G05_T07,7,5,4,7,data_public\capgmyo_dba\dba-s7.zip,007-005-007.mat,1000,64
527,S07_G05_T08,7,5,4,8,data_public\capgmyo_dba\dba-s7.zip,007-005-008.mat,1000,64
528,S07_G05_T09,7,5,4,9,data_public\capgmyo_dba\dba-s7.zip,007-005-009.mat,1000,64
529,S07_G05_T10,7,5,4,10,data_public\capgmyo_dba\dba-s7.zip,007-005-010.mat,1000,64
530,S07_G06_T01,7,6,5,1,data_public\capgmyo_dba\dba-s7.zip,007-006-001.mat,1000,64
531,S07_G06_T02,7,6,5,2,data_public\capgmyo_dba\dba-s7.zip,007-006-002.mat,1000,64
532,S07_G06_T03,7,6,5,3,data_public\capgmyo_dba\dba-s7.zip,007-006-003.mat,1000,64
533,S07_G06_T04,7,6,5,4,data_public\capgmyo_dba\dba-s7.zip,007-006-004.mat,1000,64
534,S07_G06_T05,7,6,5,5,data_public\capgmyo_dba\dba-s7.zip,007-006-005.mat,1000,64
535,S07_G06_T06,7,6,5,6,data_public\capgmyo_dba\dba-s7.zip,007-006-006.mat,1000,64
536,S07_G06_T07,7,6,5,7,data_public\capgmyo_dba\dba-s7.zip,007-006-007.mat,1000,64
537,S07_G06_T08,7,6,5,8,data_public\capgmyo_dba\dba-s7.zip,007-006-008.mat,1000,64
538,S07_G06_T09,7,6,5,9,data_public\capgmyo_dba\dba-s7.zip,007-006-009.mat,1000,64
539,S07_G06_T10,7,6,5,10,data_public\capgmyo_dba\dba-s7.zip,007-006-010.mat,1000,64
540,S07_G07_T01,7,7,6,1,data_public\capgmyo_dba\dba-s7.zip,007-007-001.mat,1000,64
541,S07_G07_T02,7,7,6,2,data_public\capgmyo_dba\dba-s7.zip,007-007-002.mat,1000,64
542,S07_G07_T03,7,7,6,3,data_public\capgmyo_dba\dba-s7.zip,007-007-003.mat,1000,64
543,S07_G07_T04,7,7,6,4,data_public\capgmyo_dba\dba-s7.zip,007-007-004.mat,1000,64
544,S07_G07_T05,7,7,6,5,data_public\capgmyo_dba\dba-s7.zip,007-007-005.mat,1000,64
545,S07_G07_T06,7,7,6,6,data_public\capgmyo_dba\dba-s7.zip,007-007-006.mat,1000,64
546,S07_G07_T07,7,7,6,7,data_public\capgmyo_dba\dba-s7.zip,007-007-007.mat,1000,64
547,S07_G07_T08,7,7,6,8,data_public\capgmyo_dba\dba-s7.zip,007-007-008.mat,1000,64
548,S07_G07_T09,7,7,6,9,data_public\capgmyo_dba\dba-s7.zip,007-007-009.mat,1000,64
549,S07_G07_T10,7,7,6,10,data_public\capgmyo_dba\dba-s7.zip,007-007-010.mat,1000,64
550,S07_G08_T01,7,8,7,1,data_public\capgmyo_dba\dba-s7.zip,007-008-001.mat,1000,64
551,S07_G08_T02,7,8,7,2,data_public\capgmyo_dba\dba-s7.zip,007-008-002.mat,1000,64
552,S07_G08_T03,7,8,7,3,data_public\capgmyo_dba\dba-s7.zip,007-008-003.mat,1000,64
553,S07_G08_T04,7,8,7,4,data_public\capgmyo_dba\dba-s7.zip,007-008-004.mat,1000,64
554,S07_G08_T05,7,8,7,5,data_public\capgmyo_dba\dba-s7.zip,007-008-005.mat,1000,64
555,S07_G08_T06,7,8,7,6,data_public\capgmyo_dba\dba-s7.zip,007-008-006.mat,1000,64
556,S07_G08_T07,7,8,7,7,data_public\capgmyo_dba\dba-s7.zip,007-008-007.mat,1000,64
557,S07_G08_T08,7,8,7,8,data_public\capgmyo_dba\dba-s7.zip,007-008-008.mat,1000,64
558,S07_G08_T09,7,8,7,9,data_public\capgmyo_dba\dba-s7.zip,007-008-009.mat,1000,64
559,S07_G08_T10,7,8,7,10,data_public\capgmyo_dba\dba-s7.zip,007-008-010.mat,1000,64
560,S08_G01_T01,8,1,0,1,data_public\capgmyo_dba\dba-s8.zip,008-001-001.mat,1000,64
561,S08_G01_T02,8,1,0,2,data_public\capgmyo_dba\dba-s8.zip,008-001-002.mat,1000,64
562,S08_G01_T03,8,1,0,3,data_public\capgmyo_dba\dba-s8.zip,008-001-003.mat,1000,64
563,S08_G01_T04,8,1,0,4,data_public\capgmyo_dba\dba-s8.zip,008-001-004.mat,1000,64
564,S08_G01_T05,8,1,0,5,data_public\capgmyo_dba\dba-s8.zip,008-001-005.mat,1000,64
565,S08_G01_T06,8,1,0,6,data_public\capgmyo_dba\dba-s8.zip,008-001-006.mat,1000,64
566,S08_G01_T07,8,1,0,7,data_public\capgmyo_dba\dba-s8.zip,008-001-007.mat,1000,64
567,S08_G01_T08,8,1,0,8,data_public\capgmyo_dba\dba-s8.zip,008-001-008.mat,1000,64
568,S08_G01_T09,8,1,0,9,data_public\capgmyo_dba\dba-s8.zip,008-001-009.mat,1000,64
569,S08_G01_T10,8,1,0,10,data_public\capgmyo_dba\dba-s8.zip,008-001-010.mat,1000,64
570,S08_G02_T01,8,2,1,1,data_public\capgmyo_dba\dba-s8.zip,008-002-001.mat,1000,64
571,S08_G02_T02,8,2,1,2,data_public\capgmyo_dba\dba-s8.zip,008-002-002.mat,1000,64
572,S08_G02_T03,8,2,1,3,data_public\capgmyo_dba\dba-s8.zip,008-002-003.mat,1000,64
573,S08_G02_T04,8,2,1,4,data_public\capgmyo_dba\dba-s8.zip,008-002-004.mat,1000,64
574,S08_G02_T05,8,2,1,5,data_public\capgmyo_dba\dba-s8.zip,008-002-005.mat,1000,64
575,S08_G02_T06,8,2,1,6,data_public\capgmyo_dba\dba-s8.zip,008-002-006.mat,1000,64
576,S08_G02_T07,8,2,1,7,data_public\capgmyo_dba\dba-s8.zip,008-002-007.mat,1000,64
577,S08_G02_T08,8,2,1,8,data_public\capgmyo_dba\dba-s8.zip,008-002-008.mat,1000,64
578,S08_G02_T09,8,2,1,9,data_public\capgmyo_dba\dba-s8.zip,008-002-009.mat,1000,64
579,S08_G02_T10,8,2,1,10,data_public\capgmyo_dba\dba-s8.zip,008-002-010.mat,1000,64
580,S08_G03_T01,8,3,2,1,data_public\capgmyo_dba\dba-s8.zip,008-003-001.mat,1000,64
581,S08_G03_T02,8,3,2,2,data_public\capgmyo_dba\dba-s8.zip,008-003-002.mat,1000,64
582,S08_G03_T03,8,3,2,3,data_public\capgmyo_dba\dba-s8.zip,008-003-003.mat,1000,64
583,S08_G03_T04,8,3,2,4,data_public\capgmyo_dba\dba-s8.zip,008-003-004.mat,1000,64
584,S08_G03_T05,8,3,2,5,data_public\capgmyo_dba\dba-s8.zip,008-003-005.mat,1000,64
585,S08_G03_T06,8,3,2,6,data_public\capgmyo_dba\dba-s8.zip,008-003-006.mat,1000,64
586,S08_G03_T07,8,3,2,7,data_public\capgmyo_dba\dba-s8.zip,008-003-007.mat,1000,64
587,S08_G03_T08,8,3,2,8,data_public\capgmyo_dba\dba-s8.zip,008-003-008.mat,1000,64
588,S08_G03_T09,8,3,2,9,data_public\capgmyo_dba\dba-s8.zip,008-003-009.mat,1000,64
589,S08_G03_T10,8,3,2,10,data_public\capgmyo_dba\dba-s8.zip,008-003-010.mat,1000,64
590,S08_G04_T01,8,4,3,1,data_public\capgmyo_dba\dba-s8.zip,008-004-001.mat,1000,64
591,S08_G04_T02,8,4,3,2,data_public\capgmyo_dba\dba-s8.zip,008-004-002.mat,1000,64
592,S08_G04_T03,8,4,3,3,data_public\capgmyo_dba\dba-s8.zip,008-004-003.mat,1000,64
593,S08_G04_T04,8,4,3,4,data_public\capgmyo_dba\dba-s8.zip,008-004-004.mat,1000,64
594,S08_G04_T05,8,4,3,5,data_public\capgmyo_dba\dba-s8.zip,008-004-005.mat,1000,64
595,S08_G04_T06,8,4,3,6,data_public\capgmyo_dba\dba-s8.zip,008-004-006.mat,1000,64
596,S08_G04_T07,8,4,3,7,data_public\capgmyo_dba\dba-s8.zip,008-004-007.mat,1000,64
597,S08_G04_T08,8,4,3,8,data_public\capgmyo_dba\dba-s8.zip,008-004-008.mat,1000,64
598,S08_G04_T09,8,4,3,9,data_public\capgmyo_dba\dba-s8.zip,008-004-009.mat,1000,64
599,S08_G04_T10,8,4,3,10,data_public\capgmyo_dba\dba-s8.zip,008-004-010.mat,1000,64
600,S08_G05_T01,8,5,4,1,data_public\capgmyo_dba\dba-s8.zip,008-005-001.mat,1000,64
601,S08_G05_T02,8,5,4,2,data_public\capgmyo_dba\dba-s8.zip,008-005-002.mat,1000,64
602,S08_G05_T03,8,5,4,3,data_public\capgmyo_dba\dba-s8.zip,008-005-003.mat,1000,64
603,S08_G05_T04,8,5,4,4,data_public\capgmyo_dba\dba-s8.zip,008-005-004.mat,1000,64
604,S08_G05_T05,8,5,4,5,data_public\capgmyo_dba\dba-s8.zip,008-005-005.mat,1000,64
605,S08_G05_T06,8,5,4,6,data_public\capgmyo_dba\dba-s8.zip,008-005-006.mat,1000,64
606,S08_G05_T07,8,5,4,7,data_public\capgmyo_dba\dba-s8.zip,008-005-007.mat,1000,64
607,S08_G05_T08,8,5,4,8,data_public\capgmyo_dba\dba-s8.zip,008-005-008.mat,1000,64
608,S08_G05_T09,8,5,4,9,data_public\capgmyo_dba\dba-s8.zip,008-005-009.mat,1000,64
609,S08_G05_T10,8,5,4,10,data_public\capgmyo_dba\dba-s8.zip,008-005-010.mat,1000,64
610,S08_G06_T01,8,6,5,1,data_public\capgmyo_dba\dba-s8.zip,008-006-001.mat,1000,64
611,S08_G06_T02,8,6,5,2,data_public\capgmyo_dba\dba-s8.zip,008-006-002.mat,1000,64
612,S08_G06_T03,8,6,5,3,data_public\capgmyo_dba\dba-s8.zip,008-006-003.mat,1000,64
613,S08_G06_T04,8,6,5,4,data_public\capgmyo_dba\dba-s8.zip,008-006-004.mat,1000,64
614,S08_G06_T05,8,6,5,5,data_public\capgmyo_dba\dba-s8.zip,008-006-005.mat,1000,64
615,S08_G06_T06,8,6,5,6,data_public\capgmyo_dba\dba-s8.zip,008-006-006.mat,1000,64
616,S08_G06_T07,8,6,5,7,data_public\capgmyo_dba\dba-s8.zip,008-006-007.mat,1000,64
617,S08_G06_T08,8,6,5,8,data_public\capgmyo_dba\dba-s8.zip,008-006-008.mat,1000,64
618,S08_G06_T09,8,6,5,9,data_public\capgmyo_dba\dba-s8.zip,008-006-009.mat,1000,64
619,S08_G06_T10,8,6,5,10,data_public\capgmyo_dba\dba-s8.zip,008-006-010.mat,1000,64
620,S08_G07_T01,8,7,6,1,data_public\capgmyo_dba\dba-s8.zip,008-007-001.mat,1000,64
621,S08_G07_T02,8,7,6,2,data_public\capgmyo_dba\dba-s8.zip,008-007-002.mat,1000,64
622,S08_G07_T03,8,7,6,3,data_public\capgmyo_dba\dba-s8.zip,008-007-003.mat,1000,64
623,S08_G07_T04,8,7,6,4,data_public\capgmyo_dba\dba-s8.zip,008-007-004.mat,1000,64
624,S08_G07_T05,8,7,6,5,data_public\capgmyo_dba\dba-s8.zip,008-007-005.mat,1000,64
625,S08_G07_T06,8,7,6,6,data_public\capgmyo_dba\dba-s8.zip,008-007-006.mat,1000,64
626,S08_G07_T07,8,7,6,7,data_public\capgmyo_dba\dba-s8.zip,008-007-007.mat,1000,64
627,S08_G07_T08,8,7,6,8,data_public\capgmyo_dba\dba-s8.zip,008-007-008.mat,1000,64
628,S08_G07_T09,8,7,6,9,data_public\capgmyo_dba\dba-s8.zip,008-007-009.mat,1000,64
629,S08_G07_T10,8,7,6,10,data_public\capgmyo_dba\dba-s8.zip,008-007-010.mat,1000,64
630,S08_G08_T01,8,8,7,1,data_public\capgmyo_dba\dba-s8.zip,008-008-001.mat,1000,64
631,S08_G08_T02,8,8,7,2,data_public\capgmyo_dba\dba-s8.zip,008-008-002.mat,1000,64
632,S08_G08_T03,8,8,7,3,data_public\capgmyo_dba\dba-s8.zip,008-008-003.mat,1000,64
633,S08_G08_T04,8,8,7,4,data_public\capgmyo_dba\dba-s8.zip,008-008-004.mat,1000,64
634,S08_G08_T05,8,8,7,5,data_public\capgmyo_dba\dba-s8.zip,008-008-005.mat,1000,64
635,S08_G08_T06,8,8,7,6,data_public\capgmyo_dba\dba-s8.zip,008-008-006.mat,1000,64
636,S08_G08_T07,8,8,7,7,data_public\capgmyo_dba\dba-s8.zip,008-008-007.mat,1000,64
637,S08_G08_T08,8,8,7,8,data_public\capgmyo_dba\dba-s8.zip,008-008-008.mat,1000,64
638,S08_G08_T09,8,8,7,9,data_public\capgmyo_dba\dba-s8.zip,008-008-009.mat,1000,64
639,S08_G08_T10,8,8,7,10,data_public\capgmyo_dba\dba-s8.zip,008-008-010.mat,1000,64
640,S09_G01_T01,9,1,0,1,data_public\capgmyo_dba\dba-s9.zip,009-001-001.mat,1000,64
641,S09_G01_T02,9,1,0,2,data_public\capgmyo_dba\dba-s9.zip,009-001-002.mat,1000,64
642,S09_G01_T03,9,1,0,3,data_public\capgmyo_dba\dba-s9.zip,009-001-003.mat,1000,64
643,S09_G01_T04,9,1,0,4,data_public\capgmyo_dba\dba-s9.zip,009-001-004.mat,1000,64
644,S09_G01_T05,9,1,0,5,data_public\capgmyo_dba\dba-s9.zip,009-001-005.mat,1000,64
645,S09_G01_T06,9,1,0,6,data_public\capgmyo_dba\dba-s9.zip,009-001-006.mat,1000,64
646,S09_G01_T07,9,1,0,7,data_public\capgmyo_dba\dba-s9.zip,009-001-007.mat,1000,64
647,S09_G01_T08,9,1,0,8,data_public\capgmyo_dba\dba-s9.zip,009-001-008.mat,1000,64
648,S09_G01_T09,9,1,0,9,data_public\capgmyo_dba\dba-s9.zip,009-001-009.mat,1000,64
649,S09_G01_T10,9,1,0,10,data_public\capgmyo_dba\dba-s9.zip,009-001-010.mat,1000,64
650,S09_G02_T01,9,2,1,1,data_public\capgmyo_dba\dba-s9.zip,009-002-001.mat,1000,64
651,S09_G02_T02,9,2,1,2,data_public\capgmyo_dba\dba-s9.zip,009-002-002.mat,1000,64
652,S09_G02_T03,9,2,1,3,data_public\capgmyo_dba\dba-s9.zip,009-002-003.mat,1000,64
653,S09_G02_T04,9,2,1,4,data_public\capgmyo_dba\dba-s9.zip,009-002-004.mat,1000,64
654,S09_G02_T05,9,2,1,5,data_public\capgmyo_dba\dba-s9.zip,009-002-005.mat,1000,64
655,S09_G02_T06,9,2,1,6,data_public\capgmyo_dba\dba-s9.zip,009-002-006.mat,1000,64
656,S09_G02_T07,9,2,1,7,data_public\capgmyo_dba\dba-s9.zip,009-002-007.mat,1000,64
657,S09_G02_T08,9,2,1,8,data_public\capgmyo_dba\dba-s9.zip,009-002-008.mat,1000,64
658,S09_G02_T09,9,2,1,9,data_public\capgmyo_dba\dba-s9.zip,009-002-009.mat,1000,64
659,S09_G02_T10,9,2,1,10,data_public\capgmyo_dba\dba-s9.zip,009-002-010.mat,1000,64
660,S09_G03_T01,9,3,2,1,data_public\capgmyo_dba\dba-s9.zip,009-003-001.mat,1000,64
661,S09_G03_T02,9,3,2,2,data_public\capgmyo_dba\dba-s9.zip,009-003-002.mat,1000,64
662,S09_G03_T03,9,3,2,3,data_public\capgmyo_dba\dba-s9.zip,009-003-003.mat,1000,64
663,S09_G03_T04,9,3,2,4,data_public\capgmyo_dba\dba-s9.zip,009-003-004.mat,1000,64
664,S09_G03_T05,9,3,2,5,data_public\capgmyo_dba\dba-s9.zip,009-003-005.mat,1000,64
665,S09_G03_T06,9,3,2,6,data_public\capgmyo_dba\dba-s9.zip,009-003-006.mat,1000,64
666,S09_G03_T07,9,3,2,7,data_public\capgmyo_dba\dba-s9.zip,009-003-007.mat,1000,64
667,S09_G03_T08,9,3,2,8,data_public\capgmyo_dba\dba-s9.zip,009-003-008.mat,1000,64
668,S09_G03_T09,9,3,2,9,data_public\capgmyo_dba\dba-s9.zip,009-003-009.mat,1000,64
669,S09_G03_T10,9,3,2,10,data_public\capgmyo_dba\dba-s9.zip,009-003-010.mat,1000,64
670,S09_G04_T01,9,4,3,1,data_public\capgmyo_dba\dba-s9.zip,009-004-001.mat,1000,64
671,S09_G04_T02,9,4,3,2,data_public\capgmyo_dba\dba-s9.zip,009-004-002.mat,1000,64
672,S09_G04_T03,9,4,3,3,data_public\capgmyo_dba\dba-s9.zip,009-004-003.mat,1000,64
673,S09_G04_T04,9,4,3,4,data_public\capgmyo_dba\dba-s9.zip,009-004-004.mat,1000,64
674,S09_G04_T05,9,4,3,5,data_public\capgmyo_dba\dba-s9.zip,009-004-005.mat,1000,64
675,S09_G04_T06,9,4,3,6,data_public\capgmyo_dba\dba-s9.zip,009-004-006.mat,1000,64
676,S09_G04_T07,9,4,3,7,data_public\capgmyo_dba\dba-s9.zip,009-004-007.mat,1000,64
677,S09_G04_T08,9,4,3,8,data_public\capgmyo_dba\dba-s9.zip,009-004-008.mat,1000,64
678,S09_G04_T09,9,4,3,9,data_public\capgmyo_dba\dba-s9.zip,009-004-009.mat,1000,64
679,S09_G04_T10,9,4,3,10,data_public\capgmyo_dba\dba-s9.zip,009-004-010.mat,1000,64
680,S09_G05_T01,9,5,4,1,data_public\capgmyo_dba\dba-s9.zip,009-005-001.mat,1000,64
681,S09_G05_T02,9,5,4,2,data_public\capgmyo_dba\dba-s9.zip,009-005-002.mat,1000,64
682,S09_G05_T03,9,5,4,3,data_public\capgmyo_dba\dba-s9.zip,009-005-003.mat,1000,64
683,S09_G05_T04,9,5,4,4,data_public\capgmyo_dba\dba-s9.zip,009-005-004.mat,1000,64
684,S09_G05_T05,9,5,4,5,data_public\capgmyo_dba\dba-s9.zip,009-005-005.mat,1000,64
685,S09_G05_T06,9,5,4,6,data_public\capgmyo_dba\dba-s9.zip,009-005-006.mat,1000,64
686,S09_G05_T07,9,5,4,7,data_public\capgmyo_dba\dba-s9.zip,009-005-007.mat,1000,64
687,S09_G05_T08,9,5,4,8,data_public\capgmyo_dba\dba-s9.zip,009-005-008.mat,1000,64
688,S09_G05_T09,9,5,4,9,data_public\capgmyo_dba\dba-s9.zip,009-005-009.mat,1000,64
689,S09_G05_T10,9,5,4,10,data_public\capgmyo_dba\dba-s9.zip,009-005-010.mat,1000,64
690,S09_G06_T01,9,6,5,1,data_public\capgmyo_dba\dba-s9.zip,009-006-001.mat,1000,64
691,S09_G06_T02,9,6,5,2,data_public\capgmyo_dba\dba-s9.zip,009-006-002.mat,1000,64
692,S09_G06_T03,9,6,5,3,data_public\capgmyo_dba\dba-s9.zip,009-006-003.mat,1000,64
693,S09_G06_T04,9,6,5,4,data_public\capgmyo_dba\dba-s9.zip,009-006-004.mat,1000,64
694,S09_G06_T05,9,6,5,5,data_public\capgmyo_dba\dba-s9.zip,009-006-005.mat,1000,64
695,S09_G06_T06,9,6,5,6,data_public\capgmyo_dba\dba-s9.zip,009-006-006.mat,1000,64
696,S09_G06_T07,9,6,5,7,data_public\capgmyo_dba\dba-s9.zip,009-006-007.mat,1000,64
697,S09_G06_T08,9,6,5,8,data_public\capgmyo_dba\dba-s9.zip,009-006-008.mat,1000,64
698,S09_G06_T09,9,6,5,9,data_public\capgmyo_dba\dba-s9.zip,009-006-009.mat,1000,64
699,S09_G06_T10,9,6,5,10,data_public\capgmyo_dba\dba-s9.zip,009-006-010.mat,1000,64
700,S09_G07_T01,9,7,6,1,data_public\capgmyo_dba\dba-s9.zip,009-007-001.mat,1000,64
701,S09_G07_T02,9,7,6,2,data_public\capgmyo_dba\dba-s9.zip,009-007-002.mat,1000,64
702,S09_G07_T03,9,7,6,3,data_public\capgmyo_dba\dba-s9.zip,009-007-003.mat,1000,64
703,S09_G07_T04,9,7,6,4,data_public\capgmyo_dba\dba-s9.zip,009-007-004.mat,1000,64
704,S09_G07_T05,9,7,6,5,data_public\capgmyo_dba\dba-s9.zip,009-007-005.mat,1000,64
705,S09_G07_T06,9,7,6,6,data_public\capgmyo_dba\dba-s9.zip,009-007-006.mat,1000,64
706,S09_G07_T07,9,7,6,7,data_public\capgmyo_dba\dba-s9.zip,009-007-007.mat,1000,64
707,S09_G07_T08,9,7,6,8,data_public\capgmyo_dba\dba-s9.zip,009-007-008.mat,1000,64
708,S09_G07_T09,9,7,6,9,data_public\capgmyo_dba\dba-s9.zip,009-007-009.mat,1000,64
709,S09_G07_T10,9,7,6,10,data_public\capgmyo_dba\dba-s9.zip,009-007-010.mat,1000,64
710,S09_G08_T01,9,8,7,1,data_public\capgmyo_dba\dba-s9.zip,009-008-001.mat,1000,64
711,S09_G08_T02,9,8,7,2,data_public\capgmyo_dba\dba-s9.zip,009-008-002.mat,1000,64
712,S09_G08_T03,9,8,7,3,data_public\capgmyo_dba\dba-s9.zip,009-008-003.mat,1000,64
713,S09_G08_T04,9,8,7,4,data_public\capgmyo_dba\dba-s9.zip,009-008-004.mat,1000,64
714,S09_G08_T05,9,8,7,5,data_public\capgmyo_dba\dba-s9.zip,009-008-005.mat,1000,64
715,S09_G08_T06,9,8,7,6,data_public\capgmyo_dba\dba-s9.zip,009-008-006.mat,1000,64
716,S09_G08_T07,9,8,7,7,data_public\capgmyo_dba\dba-s9.zip,009-008-007.mat,1000,64
717,S09_G08_T08,9,8,7,8,data_public\capgmyo_dba\dba-s9.zip,009-008-008.mat,1000,64
718,S09_G08_T09,9,8,7,9,data_public\capgmyo_dba\dba-s9.zip,009-008-009.mat,1000,64
719,S09_G08_T10,9,8,7,10,data_public\capgmyo_dba\dba-s9.zip,009-008-010.mat,1000,64
720,S10_G01_T01,10,1,0,1,data_public\capgmyo_dba\dba-s10.zip,010-001-001.mat,1000,64
721,S10_G01_T02,10,1,0,2,data_public\capgmyo_dba\dba-s10.zip,010-001-002.mat,1000,64
722,S10_G01_T03,10,1,0,3,data_public\capgmyo_dba\dba-s10.zip,010-001-003.mat,1000,64
723,S10_G01_T04,10,1,0,4,data_public\capgmyo_dba\dba-s10.zip,010-001-004.mat,1000,64
724,S10_G01_T05,10,1,0,5,data_public\capgmyo_dba\dba-s10.zip,010-001-005.mat,1000,64
725,S10_G01_T06,10,1,0,6,data_public\capgmyo_dba\dba-s10.zip,010-001-006.mat,1000,64
726,S10_G01_T07,10,1,0,7,data_public\capgmyo_dba\dba-s10.zip,010-001-007.mat,1000,64
727,S10_G01_T08,10,1,0,8,data_public\capgmyo_dba\dba-s10.zip,010-001-008.mat,1000,64
728,S10_G01_T09,10,1,0,9,data_public\capgmyo_dba\dba-s10.zip,010-001-009.mat,1000,64
729,S10_G01_T10,10,1,0,10,data_public\capgmyo_dba\dba-s10.zip,010-001-010.mat,1000,64
730,S10_G02_T01,10,2,1,1,data_public\capgmyo_dba\dba-s10.zip,010-002-001.mat,1000,64
731,S10_G02_T02,10,2,1,2,data_public\capgmyo_dba\dba-s10.zip,010-002-002.mat,1000,64
732,S10_G02_T03,10,2,1,3,data_public\capgmyo_dba\dba-s10.zip,010-002-003.mat,1000,64
733,S10_G02_T04,10,2,1,4,data_public\capgmyo_dba\dba-s10.zip,010-002-004.mat,1000,64
734,S10_G02_T05,10,2,1,5,data_public\capgmyo_dba\dba-s10.zip,010-002-005.mat,1000,64
735,S10_G02_T06,10,2,1,6,data_public\capgmyo_dba\dba-s10.zip,010-002-006.mat,1000,64
736,S10_G02_T07,10,2,1,7,data_public\capgmyo_dba\dba-s10.zip,010-002-007.mat,1000,64
737,S10_G02_T08,10,2,1,8,data_public\capgmyo_dba\dba-s10.zip,010-002-008.mat,1000,64
738,S10_G02_T09,10,2,1,9,data_public\capgmyo_dba\dba-s10.zip,010-002-009.mat,1000,64
739,S10_G02_T10,10,2,1,10,data_public\capgmyo_dba\dba-s10.zip,010-002-010.mat,1000,64
740,S10_G03_T01,10,3,2,1,data_public\capgmyo_dba\dba-s10.zip,010-003-001.mat,1000,64
741,S10_G03_T02,10,3,2,2,data_public\capgmyo_dba\dba-s10.zip,010-003-002.mat,1000,64
742,S10_G03_T03,10,3,2,3,data_public\capgmyo_dba\dba-s10.zip,010-003-003.mat,1000,64
743,S10_G03_T04,10,3,2,4,data_public\capgmyo_dba\dba-s10.zip,010-003-004.mat,1000,64
744,S10_G03_T05,10,3,2,5,data_public\capgmyo_dba\dba-s10.zip,010-003-005.mat,1000,64
745,S10_G03_T06,10,3,2,6,data_public\capgmyo_dba\dba-s10.zip,010-003-006.mat,1000,64
746,S10_G03_T07,10,3,2,7,data_public\capgmyo_dba\dba-s10.zip,010-003-007.mat,1000,64
747,S10_G03_T08,10,3,2,8,data_public\capgmyo_dba\dba-s10.zip,010-003-008.mat,1000,64
748,S10_G03_T09,10,3,2,9,data_public\capgmyo_dba\dba-s10.zip,010-003-009.mat,1000,64
749,S10_G03_T10,10,3,2,10,data_public\capgmyo_dba\dba-s10.zip,010-003-010.mat,1000,64
750,S10_G04_T01,10,4,3,1,data_public\capgmyo_dba\dba-s10.zip,010-004-001.mat,1000,64
751,S10_G04_T02,10,4,3,2,data_public\capgmyo_dba\dba-s10.zip,010-004-002.mat,1000,64
752,S10_G04_T03,10,4,3,3,data_public\capgmyo_dba\dba-s10.zip,010-004-003.mat,1000,64
753,S10_G04_T04,10,4,3,4,data_public\capgmyo_dba\dba-s10.zip,010-004-004.mat,1000,64
754,S10_G04_T05,10,4,3,5,data_public\capgmyo_dba\dba-s10.zip,010-004-005.mat,1000,64
755,S10_G04_T06,10,4,3,6,data_public\capgmyo_dba\dba-s10.zip,010-004-006.mat,1000,64
756,S10_G04_T07,10,4,3,7,data_public\capgmyo_dba\dba-s10.zip,010-004-007.mat,1000,64
757,S10_G04_T08,10,4,3,8,data_public\capgmyo_dba\dba-s10.zip,010-004-008.mat,1000,64
